Timestamp,Paulo Futre,Wesley Snejider,Fikayo Tomori,Alejandro Garnacho,Emmanuel Petit
2024-12-01 23:36:43,258400.0,258400.0,202350.0,275500.0,275500.0
2024-12-02 12:06:47,219450.0,219450.0,246050.0,276450.0,303050.0
2024-12-02 12:35:15,219450.0,219450.0,232750.0,275500.0,304950.0
2024-12-02 12:50:41,242250.0,242250.0,245100.0,275500.0,289750.0
2024-12-02 13:06:07,249850.0,249850.0,245100.0,274550.0,289750.0
